order_id,customer_id,pharmacy_id,order_status,order_date,delivery_address,payment_status
Ord105,U572,U59,Delivered,2024-02-04 11:22:00,"561 Lindsey Plains Apt. 998
Obrienfurt, NH 01351",Completed
Ord106,U374,U39,Delivered,2024-02-05 10:47:00,"16345 Kaiser Circle
West Madeline, CT 66366",Completed
Ord107,U294,U41,Delivered,2024-02-05 11:17:00,"302 Kevin Curve
South Rebeccashire, NJ 10633",Completed
Ord108,U479,U57,Delivered,2024-02-05 12:23:00,"24504 Chelsea Wells Suite 876
Robertland, MO 33683",Completed
Ord109,U995,U16,Delivered,2024-02-05 13:00:00,"3125 Morales Springs Suite 269
West Meganstad, VA 27303",Completed
Ord110,U627,U47,Delivered,2024-02-05 17:00:00,"9216 Vanessa Freeway
Bestshire, FM 86248",Completed
Ord111,U920,U75,Delivered,2024-02-05 17:05:00,"03481 Scott Extensions
Juliemouth, VT 64071",Completed
Ord112,U234,U77,Delivered,2024-02-06 10:35:00,"84273 Shelton Locks Suite 205
Port Kevinborough, IA 16467",Completed
Ord113,U238,U30,Delivered,2024-02-06 13:45:00,"7607 Giles Mill Apt. 858
North Andrew, GA 77262",Completed
Ord114,U263,U70,Delivered,2024-02-06 14:39:00,"7924 Theodore Glen
West Jeremy, TN 79507",Completed
Ord115,U665,U83,Delivered,2024-02-06 15:13:00,"35472 Chambers Creek Suite 857
West Michaelfurt, ND 31958",Completed
Ord116,U933,U13,Delivered,2024-02-06 18:08:00,"23831 Riggs Branch
New Tracyshire, NH 39048",Completed
Ord117,U986,U90,Delivered,2024-02-06 18:54:00,"02744 Summers Cliffs
New Joseph, MN 12139",Completed
Ord118,U730,U63,Delivered,2024-02-07 10:47:00,"769 Thompson Trace Suite 036
Hendersonport, FL 36752",Completed
Ord119,U486,U26,Delivered,2024-02-07 12:36:00,"663 Mosley Port Suite 688
New Sharifurt, FM 83538",Completed
Ord120,U784,U98,Delivered,2024-02-08 10:36:00,"94565 Barrett Greens
Jacobmouth, TX 58684",Completed
Ord121,U726,U96,Delivered,2024-02-09 15:41:00,"5038 Holly Lock
Port Amandafort, MI 19350",Completed
Ord122,U324,U54,Delivered,2024-02-09 16:22:00,"PSC 3941, Box 6426
APO AP 75572",Completed
Ord123,U833,U80,Delivered,2024-02-10 09:39:00,"6027 Daniels Trail Apt. 310
Cooperland, AZ 40484",Completed
Ord124,U785,U75,Delivered,2024-02-10 17:33:00,"556 Sherry Club Suite 011
Williamstown, MT 36346",Completed
Ord125,U604,U86,Delivered,2024-02-11 14:04:00,"195 Hartman Roads
Perrymouth, NE 58292",Completed
Ord126,U336,U26,Delivered,2024-02-12 09:26:00,"679 Salas Heights
New John, OR 62977",Completed
Ord127,U678,U59,Delivered,2024-02-12 10:45:00,"94144 Collins Expressway
Nicolefurt, NM 29412",Completed
Ord128,U336,U64,Delivered,2024-02-12 13:41:00,"74777 Jackson Vista Suite 776
Sabrinamouth, FM 88455",Completed
Ord129,U962,U50,Delivered,2024-02-14 10:51:00,"988 Cole Valley
Caseville, WI 35295",Completed
Ord130,U931,U40,Delivered,2024-02-14 11:16:00,"0265 Allen Gardens
Maryside, PR 91795",Completed
Ord131,U812,U53,Delivered,2024-02-15 11:50:00,"92117 Pham Trace Suite 144
Lake Karenfort, MP 02068",Completed
Ord132,U450,U7,Delivered,2024-02-15 15:00:00,"420 Michele Gateway
Olsonmouth, MO 47603",Completed
Ord133,U980,U20,Delivered,2024-02-16 10:58:00,"0453 Jacob Crescent Apt. 468
Port Samantha, ME 93480",Completed
Ord134,U531,U2,Delivered,2024-02-16 15:40:00,"7325 Cross Stream
West Brian, UT 06804",Completed
Ord135,U543,U101,Delivered,2024-02-16 18:24:00,"2501 Castro Turnpike
South Tonyamouth, NH 33986",Completed
Ord136,U530,U90,Delivered,2024-02-17 10:28:00,"4988 Long Cliffs
Lake Edwardburgh, TX 40343",Completed
Ord137,U857,U72,Delivered,2024-02-17 16:09:00,"4339 Eric Circle
Simpsontown, KS 83763",Completed
Ord138,U375,U91,Delivered,2024-02-17 17:40:00,"2026 Bailey Ford
Lake Danielburgh, KS 96173",Completed
Ord139,U223,U36,Delivered,2024-02-18 09:32:00,"06890 Jamie Loop
Amandatown, OK 70767",Completed
Ord140,U268,U82,Delivered,2024-02-18 10:15:00,"19807 Tanya Cliff
Mccartyberg, PR 36345",Completed
Ord141,U885,U35,Delivered,2024-02-18 13:06:00,"4394 Avery Gardens Apt. 141
Thomaston, LA 21642",Completed
Ord142,U355,U60,Delivered,2024-02-18 16:15:00,"856 Henderson Circle Suite 707
Erichaven, CT 64532",Completed
Ord143,U853,U58,Delivered,2024-02-18 17:49:00,"136 Rocha Garden Apt. 481
Gavinmouth, OR 89145",Completed
Ord144,U543,U58,Delivered,2024-02-18 17:57:00,"363 Baker Spurs
Lake Henry, UT 44096",Completed
Ord145,U497,U80,Delivered,2024-02-19 10:56:00,"Unit 6343 Box 9517
DPO AA 29339",Completed
Ord146,U541,U8,Delivered,2024-02-19 11:37:00,"1692 Deanna Pike
West Raymond, RI 58767",Completed
Ord147,U421,U50,Delivered,2024-02-19 18:12:00,"934 Aaron Rest Suite 255
Ashleyberg, UT 04399",Completed
Ord148,U257,U18,Delivered,2024-02-20 09:40:00,"3785 Griffith Islands Apt. 846
Joshuaborough, WI 65409",Completed
Ord149,U747,U100,Delivered,2024-02-20 09:43:00,"USCGC Brown
FPO AA 04852",Completed
Ord150,U803,U61,Delivered,2024-02-21 09:24:00,"912 Bautista Mountain
Roberttown, MP 94550",Completed
Ord151,U693,U81,Delivered,2024-02-21 11:06:00,"361 Waters Greens Suite 093
East Mary, KS 38022",Completed
Ord152,U769,U71,Delivered,2024-02-21 14:30:00,"PSC 0057, Box 4101
APO AE 16848",Completed
Ord153,U203,U2,Delivered,2024-02-22 10:41:00,"1314 Jackson Fall
West Linda, LA 99901",Completed
Ord154,U910,U24,Delivered,2024-02-23 10:06:00,"236 Steele Pine
Jeremyborough, MT 42492",Completed
Ord155,U722,U92,Delivered,2024-02-23 12:03:00,"5037 Taylor Greens Suite 752
New Scott, WV 30898",Completed
Ord156,U970,U94,Delivered,2024-02-23 13:00:00,"15190 Dunn Center Apt. 418
Gregorystad, AK 20322",Completed
Ord157,U547,U7,Delivered,2024-02-23 16:24:00,"621 Valentine Rapid
Mcdonaldbury, AK 66241",Completed
Ord158,U889,U69,Delivered,2024-02-24 11:18:00,"83296 Brooks Mountains
Garciaside, AR 10600",Completed
Ord159,U731,U89,Delivered,2024-02-24 15:31:00,"935 Bradley Pass
Masonfurt, FL 26117",Completed
Ord160,U659,U69,Delivered,2024-02-24 17:19:00,"196 Velasquez Ranch
Stokeschester, DE 43575",Completed
Ord161,U559,U55,Delivered,2024-02-25 16:20:00,"34466 Sellers Dale Suite 509
North Jessica, DC 57731",Completed
Ord162,U979,U73,Delivered,2024-02-25 16:44:00,"PSC 3174, Box 2801
APO AE 89174",Completed
Ord163,U420,U50,Delivered,2024-02-26 09:33:00,"875 Sullivan Cape
North Deborah, NH 59608",Completed
Ord164,U358,U61,Cancelled,2024-02-26 14:20:00,"2465 Simmons Ramp Apt. 634
Loriville, WV 85195",Refunded
Ord165,U335,U48,Delivered,2024-02-26 15:49:00,"5647 Smith Heights Suite 825
Lake Kimberlyberg, WI 50158",Completed
Ord166,U421,U91,Delivered,2024-02-26 17:09:00,"87220 David Course Suite 516
South Aaronmouth, MO 32193",Completed
Ord167,U219,U53,Delivered,2024-02-27 14:34:00,"84614 Brian Freeway
Port Jamesburgh, OH 94316",Completed
Ord168,U457,U35,Delivered,2024-02-27 16:28:00,"16156 Hubbard Road
Darrenview, MP 01546",Completed
Ord169,U234,U96,Delivered,2024-02-27 17:37:00,"854 Robert Union
Claudiamouth, TX 65971",Completed
Ord170,U993,U17,Delivered,2024-02-28 18:48:00,"601 Diana Path Suite 177
Williamsside, GU 33988",Completed
Ord171,U535,U75,Delivered,2024-02-29 12:11:00,"056 Bennett Lane Suite 450
Lake Annetteberg, NY 57878",Completed
Ord172,U847,U62,Delivered,2024-02-29 12:25:00,"195 Haynes Lodge Suite 724
Webbview, NY 47194",Completed
Ord173,U444,U25,Delivered,2024-02-29 13:49:00,"9010 Russo Mill
North Christopher, VA 14520",Completed
Ord174,U816,U18,Delivered,2024-02-29 17:31:00,"7823 Paige Landing
South Randyview, MN 15437",Completed
Ord175,U240,U16,Delivered,2024-03-01 09:10:00,"6283 Hayden Summit Apt. 473
Susanton, PR 39804",Completed
Ord176,U677,U93,Delivered,2024-03-01 16:47:00,"Unit 4924 Box 6739
DPO AE 75268",Completed
Ord177,U857,U49,Delivered,2024-03-01 17:35:00,"434 Kelly Isle Apt. 908
Port Samanthaton, VI 01288",Completed
Ord178,U705,U71,Delivered,2024-03-01 18:32:00,"9184 Alejandro Springs
Lake Brittney, HI 92160",Completed
Ord179,U435,U25,Delivered,2024-03-02 13:57:00,"Unit 5504 Box 9037
DPO AP 98548",Completed
Ord180,U222,U81,Delivered,2024-03-02 16:30:00,"395 Anderson Lodge
Mcintoshland, IA 63565",Completed
Ord181,U871,U22,Delivered,2024-03-02 17:04:00,"692 Case Causeway Suite 395
Lake Lauren, VA 73065",Completed
Ord182,U271,U34,Delivered,2024-03-02 18:42:00,"66622 Velasquez Creek
East Coreybury, WI 10338",Completed
Ord183,U773,U10,Delivered,2024-03-03 09:15:00,"4294 Scott Prairie Apt. 903
Melissaborough, WV 77678",Completed
Ord184,U805,U56,Delivered,2024-03-03 14:33:00,"586 Leslie Hill Suite 586
West Jacqueline, WY 19107",Completed
Ord185,U420,U84,Delivered,2024-03-04 11:30:00,"965 Bauer Pines Suite 115
North Christopherfort, IL 96985",Completed
Ord186,U949,U74,Delivered,2024-03-04 12:04:00,"4374 Steven Forge
Underwoodport, NJ 96436",Completed
Ord187,U788,U19,Delivered,2024-03-04 14:47:00,"23216 Lee Manors
Dixonmouth, KS 44917",Completed
Ord188,U638,U38,Delivered,2024-03-05 10:42:00,"771 Christina View
East Peter, MD 81864",Completed
Ord189,U752,U96,Delivered,2024-03-05 12:01:00,"205 Bryant Wall Apt. 748
Adrianmouth, ID 26148",Completed
Ord190,U378,U44,Delivered,2024-03-05 14:48:00,"3497 William Ranch Suite 309
Fordton, UT 36427",Completed
Ord191,U673,U97,Delivered,2024-03-05 16:47:00,"9915 Joseph Mews Apt. 244
Steelestad, SD 27759",Completed
Ord192,U762,U25,Delivered,2024-03-06 09:20:00,"43491 Watson Shores
Port Steven, AZ 74441",Completed
Ord193,U821,U10,Delivered,2024-03-06 11:38:00,"4620 Elizabeth Passage
Lake Erinview, NY 32719",Completed
Ord194,U787,U97,Delivered,2024-03-06 16:37:00,"606 Green Expressway Suite 958
Diazport, WA 08170",Completed
Ord195,U589,U91,Delivered,2024-03-06 17:55:00,"41257 Jack Crescent
South Anthony, AR 93914",Completed
Ord196,U756,U58,Delivered,2024-03-07 18:42:00,"651 Joshua Square
West Megan, WA 76130",Completed
Ord197,U616,U90,Delivered,2024-03-07 18:54:00,"41341 Webster Shoals Suite 630
North Robertton, MP 47084",Completed
Ord198,U533,U54,Delivered,2024-03-08 09:25:00,"4829 Smith Fords
Chaseton, MN 36696",Completed
Ord199,U481,U20,Delivered,2024-03-08 10:04:00,"786 Barry Rapids
Lake Lisamouth, VI 31040",Completed
Ord200,U533,U5,Delivered,2024-03-08 13:21:00,"042 Mcgee Way
Angelaside, AS 98037",Completed
Ord201,U834,U65,Delivered,2024-03-08 16:22:00,"PSC 9867, Box 8397
APO AP 43214",Completed
Ord202,U223,U75,Delivered,2024-03-09 10:18:00,"7651 Jocelyn Plains Apt. 294
Leonardbury, PA 61938",Completed
Ord203,U638,U101,Delivered,2024-03-09 10:26:00,"38645 Rivera Squares Suite 227
Andrewberg, NV 58889",Completed
Ord204,U997,U90,Delivered,2024-03-11 14:48:00,"96748 Jason Trail
Port Catherinemouth, MI 09242",Completed
Ord205,U586,U72,Delivered,2024-03-11 17:50:00,"25016 Andrew Ville
Chavezport, MH 14718",Completed
Ord206,U635,U33,Delivered,2024-03-12 14:28:00,"686 April Mills Apt. 276
Smithchester, MP 48747",Completed
Ord207,U835,U31,Delivered,2024-03-13 09:56:00,"6459 Moreno Island
Lake Amandaside, SD 49921",Completed
Ord208,U642,U25,Delivered,2024-03-13 18:49:00,"1713 Bernard Stravenue
Curtismouth, NM 67191",Completed
Ord209,U317,U42,Delivered,2024-03-14 09:00:00,"0489 Webb Circle Apt. 678
Brewerbury, WV 07940",Completed
Ord210,U748,U76,Delivered,2024-03-14 12:39:00,"6441 Davis Prairie
Garytown, VA 88240",Completed
Ord211,U880,U23,Delivered,2024-03-14 13:55:00,"26173 Lucas Fork
Nicholaschester, WA 34828",Completed
Ord212,U625,U95,Delivered,2024-03-14 18:53:00,"Unit 1554 Box 5107
DPO AP 69894",Completed
Ord213,U597,U96,Delivered,2024-03-15 11:27:00,"093 Natalie Motorway Apt. 643
Port Scott, ME 64314",Completed
Ord214,U464,U32,Delivered,2024-03-15 12:38:00,"PSC 4955, Box 7064
APO AP 05948",Completed
Ord215,U590,U20,Delivered,2024-03-15 14:47:00,"245 Vaughan Roads
Colemanfurt, PA 58682",Completed
Ord216,U426,U59,Delivered,2024-03-15 15:38:00,"1750 Sanders Squares Apt. 730
Jamesside, NC 80242",Completed
Ord217,U793,U78,Delivered,2024-03-16 10:34:00,"361 Donald Green Apt. 139
Lake Shawn, AZ 19624",Completed
Ord218,U893,U54,Delivered,2024-03-17 15:59:00,"92064 Caleb Mountain
East Grant, OH 07506",Completed
Ord219,U375,U42,Delivered,2024-03-18 09:49:00,"2544 Wayne Landing Suite 393
New Nicholasview, DC 70552",Completed
Ord220,U467,U30,Delivered,2024-03-19 18:39:00,"771 Valerie Gateway
North John, WA 71716",Completed
Ord221,U434,U54,Delivered,2024-03-21 10:20:00,"4874 Sanchez Lodge Apt. 767
Dominguezmouth, IA 24161",Completed
Ord222,U251,U25,Delivered,2024-03-21 13:22:00,"56291 Lewis Throughway Suite 926
Michaelside, RI 95748",Completed
Ord223,U615,U100,Delivered,2024-03-22 15:42:00,"477 Moore Forks
North Johnview, PA 60670",Completed
Ord224,U549,U96,Delivered,2024-03-23 13:25:00,"55830 Michaela Plaza
Port Rachelstad, PW 36656",Completed
Ord225,U297,U82,Delivered,2024-03-23 16:28:00,"1217 Jake Corners
Port Carlside, VA 16293",Completed
Ord226,U759,U40,Delivered,2024-03-23 16:53:00,"41079 Lisa Place Suite 619
New Marvinmouth, FL 31197",Completed
Ord227,U844,U20,Delivered,2024-03-23 17:59:00,"6454 Salinas Inlet Suite 614
Heatherton, OH 93826",Completed
Ord228,U338,U62,Delivered,2024-03-24 11:47:00,"43927 Marie Pines Apt. 998
Port Dannymouth, MT 06494",Completed
Ord229,U892,U81,Cancelled,2024-03-24 12:53:00,"37191 Norris Forge
Mooreton, OR 02977",Refunded
Ord230,U260,U39,Delivered,2024-03-24 13:24:00,"33532 Murphy Mill Suite 180
Sheatown, MO 02640",Completed
Ord231,U711,U92,Delivered,2024-03-24 15:03:00,"841 Weber Run
East Deborahborough, RI 74946",Completed
Ord232,U739,U54,Delivered,2024-03-24 16:38:00,"4004 Stephen Expressway
New Jacqueline, NY 73539",Completed
